"Dato";"Pris"
"1-1-2018";"11,86"
"2-1-2018";"11,79"
"3-1-2018";"11,79"
"4-1-2018";"11,79"
"5-1-2018";"11,79"
"6-1-2018";"11,79"
"7-1-2018";"11,79"
"8-1-2018";"11,69"
"9-1-2018";"11,69"
"10-1-2018";"11,79"
"11-1-2018";"11,79"
"12-1-2018";"11,79"
"13-1-2018";"11,79"
"14-1-2018";"11,79"
"15-1-2018";"11,79"
"16-1-2018";"11,79"
"17-1-2018";"11,79"
"18-1-2018";"11,79"
"19-1-2018";"11,79"
"20-1-2018";"11,79"
"21-1-2018";"11,79"
"22-1-2018";"11,79"
"23-1-2018";"11,79"
"24-1-2018";"11,79"
"25-1-2018";"11,89"
"26-1-2018";"11,89"
"27-1-2018";"11,89"
"28-1-2018";"11,89"
"29-1-2018";"11,89"
"30-1-2018";"11,89"
"31-1-2018";"11,89"
"1-2-2018";"11,79"
"2-2-2018";"11,79"
"3-2-2018";"11,79"
"4-2-2018";"11,79"
"5-2-2018";"11,79"
"6-2-2018";"11,79"
"7-2-2018";"11,69"
"8-2-2018";"11,69"
"9-2-2018";"11,69"
"10-2-2018";"11,69"
"11-2-2018";"11,69"
"12-2-2018";"11,69"
"13-2-2018";"11,59"
"14-2-2018";"11,59"
"15-2-2018";"11,59"
"16-2-2018";"11,49"
"17-2-2018";"11,49"
"18-2-2018";"11,49"
"19-2-2018";"11,49"
"20-2-2018";"11,49"
"21-2-2018";"11,49"
"22-2-2018";"11,49"
"23-2-2018";"11,49"
"24-2-2018";"11,49"
"25-2-2018";"11,49"
"26-2-2018";"11,59"
"27-2-2018";"11,59"
"28-2-2018";"11,59"
"1-3-2018";"11,59"
"2-3-2018";"11,49"
"3-3-2018";"11,49"
"4-3-2018";"11,49"
"5-3-2018";"11,49"
"6-3-2018";"11,49"
"7-3-2018";"11,39"
"8-3-2018";"11,39"
"9-3-2018";"11,39"
"10-3-2018";"11,39"
"11-3-2018";"11,39"
"12-3-2018";"11,49"
"13-3-2018";"11,49"
"14-3-2018";"11,49"
"15-3-2018";"11,59"
"16-3-2018";"11,59"
"17-3-2018";"11,59"
"18-3-2018";"11,59"
"19-3-2018";"11,59"
"20-3-2018";"11,69"
"21-3-2018";"11,69"
"22-3-2018";"11,89"
"23-3-2018";"11,89"
"24-3-2018";"11,89"
"25-3-2018";"11,89"
"26-3-2018";"11,89"
"27-3-2018";"11,89"
"28-3-2018";"11,89"
"29-3-2018";"11,89"
"30-3-2018";"11,89"
"31-3-2018";"11,89"
"1-4-2018";"11,89"
"2-4-2018";"11,89"
"3-4-2018";"11,89"
"4-4-2018";"11,89"
"5-4-2018";"11,89"
"6-4-2018";"11,89"
"7-4-2018";"11,89"
"8-4-2018";"11,89"
"9-4-2018";"11,89"
"10-4-2018";"11,89"
"11-4-2018";"11,99"
"12-4-2018";"11,99"
"13-4-2018";"11,99"
"14-4-2018";"11,99"
"15-4-2018";"11,99"
"16-4-2018";"11,99"
"17-4-2018";"11,99"
"18-4-2018";"12,09"
"19-4-2018";"12,09"
"20-4-2018";"12,09"
"21-4-2018";"12,09"
"22-4-2018";"12,09"
"23-4-2018";"12,09"
"24-4-2018";"12,09"
"25-4-2018";"12,09"
"26-4-2018";"12,09"
"27-4-2018";"12,09"
"28-4-2018";"12,09"
"29-4-2018";"12,09"
"30-4-2018";"12,19"
"1-5-2018";"12,19"
"2-5-2018";"12,29"
"3-5-2018";"12,29"
"4-5-2018";"12,29"
"5-5-2018";"12,29"
"6-5-2018";"12,29"
"7-5-2018";"12,39"
"8-5-2018";"12,39"
"9-5-2018";"12,49"
"10-5-2018";"12,49"
"11-5-2018";"12,59"
"12-5-2018";"12,59"
"13-5-2018";"12,59"
"14-5-2018";"12,59"
"15-5-2018";"12,59"
"16-5-2018";"12,59"
"17-5-2018";"12,69"
"18-5-2018";"12,79"
"19-5-2018";"12,79"
"20-5-2018";"12,79"
"21-5-2018";"12,79"
"22-5-2018";"12,69"
"23-5-2018";"12,69"
"24-5-2018";"12,69"
"25-5-2018";"12,79"
"26-5-2018";"12,79"
"27-5-2018";"12,79"
"28-5-2018";"12,79"
"29-5-2018";"12,69"
"30-5-2018";"12,69"
"31-5-2018";"12,69"
"1-6-2018";"12,69"
"2-6-2018";"12,69"
"3-6-2018";"12,69"
"4-6-2018";"12,69"
"5-6-2018";"12,69"
"6-6-2018";"12,59"
"7-6-2018";"12,59"
"8-6-2018";"12,59"
"9-6-2018";"12,59"
"10-6-2018";"12,59"
"11-6-2018";"12,59"
"12-6-2018";"12,59"
"13-6-2018";"12,49"
"14-6-2018";"12,49"
"15-6-2018";"12,49"
"16-6-2018";"12,49"
"17-6-2018";"12,49"
"18-6-2018";"12,49"
"19-6-2018";"12,49"
"20-6-2018";"12,49"
"21-6-2018";"12,39"
"22-6-2018";"12,39"
"23-6-2018";"12,39"
"24-6-2018";"12,39"
"25-6-2018";"12,39"
"26-6-2018";"12,39"
"27-6-2018";"12,39"
"28-6-2018";"12,59"
"29-6-2018";"12,59"
"30-6-2018";"12,59"
"1-7-2018";"12,59"
"2-7-2018";"12,69"
"3-7-2018";"12,69"
"4-7-2018";"12,69"
"5-7-2018";"12,69"
"6-7-2018";"12,59"
"7-7-2018";"12,59"
"8-7-2018";"12,59"
"9-7-2018";"12,59"
"10-7-2018";"12,59"
"11-7-2018";"12,69"
"12-7-2018";"12,69"
"13-7-2018";"12,59"
"14-7-2018";"12,59"
"15-7-2018";"12,59"
"16-7-2018";"12,59"
"17-7-2018";"12,59"
"18-7-2018";"12,59"
"19-7-2018";"12,59"
"20-7-2018";"12,69"
"21-7-2018";"12,69"
"22-7-2018";"12,69"
"23-7-2018";"12,69"
"24-7-2018";"12,59"
"25-7-2018";"12,59"
"26-7-2018";"12,59"
"27-7-2018";"12,69"
"28-7-2018";"12,69"
"29-7-2018";"12,69"
"30-7-2018";"12,79"
"31-7-2018";"12,79"
"1-8-2018";"12,79"
"2-8-2018";"12,79"
"3-8-2018";"12,79"
"4-8-2018";"12,79"
"5-8-2018";"12,79"
"6-8-2018";"12,79"
"7-8-2018";"12,79"
"8-8-2018";"12,79"
"9-8-2018";"12,69"
"10-8-2018";"12,69"
"11-8-2018";"12,69"
"12-8-2018";"12,69"
"13-8-2018";"12,69"
"14-8-2018";"12,69"
"15-8-2018";"12,69"
"16-8-2018";"12,69"
"17-8-2018";"12,69"
"18-8-2018";"12,69"
"19-8-2018";"12,69"
"20-8-2018";"12,69"
"21-8-2018";"12,59"
"22-8-2018";"12,59"
"23-8-2018";"12,59"
"24-8-2018";"12,69"
"25-8-2018";"12,69"
"26-8-2018";"12,69"
"27-8-2018";"12,79"
"28-8-2018";"12,79"
"29-8-2018";"12,79"
"30-8-2018";"12,79"
"31-8-2018";"12,79"
"1-9-2018";"12,79"
"2-9-2018";"12,79"
"3-9-2018";"12,79"
"4-9-2018";"12,79"
"5-9-2018";"12,79"
"6-9-2018";"12,69"
"7-9-2018";"12,69"
"8-9-2018";"12,69"
"9-9-2018";"12,69"
"10-9-2018";"12,59"
"11-9-2018";"12,59"
"12-9-2018";"12,69"
"13-9-2018";"12,69"
"14-9-2018";"12,69"
"15-9-2018";"12,69"
"16-9-2018";"12,69"
"17-9-2018";"12,69"
"18-9-2018";"12,59"
"19-9-2018";"12,59"
"20-9-2018";"12,59"
"21-9-2018";"12,69"
"22-9-2018";"12,69"
"23-9-2018";"12,69"
"24-9-2018";"12,69"
"25-9-2018";"12,69"
"26-9-2018";"12,69"
"27-9-2018";"12,69"
"28-9-2018";"12,69"
"29-9-2018";"12,69"
"30-9-2018";"12,69"
"1-10-2018";"12,79"
"2-10-2018";"12,79"
"3-10-2018";"12,89"
"4-10-2018";"12,89"
"5-10-2018";"12,89"
"6-10-2018";"12,89"
"7-10-2018";"12,89"
"8-10-2018";"12,89"
"9-10-2018";"12,69"
"10-10-2018";"12,69"
"11-10-2018";"12,69"
"12-10-2018";"12,49"
"13-10-2018";"12,49"
"14-10-2018";"12,49"
"15-10-2018";"12,49"
"16-10-2018";"12,29"
"17-10-2018";"12,29"
"18-10-2018";"12,39"
"19-10-2018";"12,39"
"20-10-2018";"12,39"
"21-10-2018";"12,39"
"22-10-2018";"12,49"
"23-10-2018";"12,49"
"24-10-2018";"12,49"
"25-10-2018";"12,49"
"26-10-2018";"12,29"
"27-10-2018";"12,29"
"28-10-2018";"12,29"
"29-10-2018";"12,29"
"30-10-2018";"12,29"
"31-10-2018";"12,39"
"1-11-2018";"12,39"
"2-11-2018";"12,39"
"3-11-2018";"12,39"
"4-11-2018";"12,39"
"5-11-2018";"12,19"
"6-11-2018";"12,19"
"7-11-2018";"12,19"
"8-11-2018";"12,09"
"9-11-2018";"12,09"
"10-11-2018";"12,09"
"11-11-2018";"12,09"
"12-11-2018";"12,09"
"13-11-2018";"12,09"
"14-11-2018";"11,99"
"15-11-2018";"11,99"
"16-11-2018";"11,99"
"17-11-2018";"11,99"
"18-11-2018";"11,99"
"19-11-2018";"11,89"
"20-11-2018";"11,89"
"21-11-2018";"11,89"
"22-11-2018";"11,89"
"23-11-2018";"11,59"
"24-11-2018";"11,59"
"25-11-2018";"11,59"
"26-11-2018";"11,49"
"27-11-2018";"11,49"
"28-11-2018";"11,49"
"29-11-2018";"11,39"
"30-11-2018";"11,39"
"1-12-2018";"11,39"
"2-12-2018";"11,39"
"3-12-2018";"11,39"
"4-12-2018";"11,49"
"5-12-2018";"11,49"
"6-12-2018";"11,59"
"7-12-2018";"11,59"
"8-12-2018";"11,59"
"9-12-2018";"11,59"
"10-12-2018";"11,59"
"11-12-2018";"11,49"
"12-12-2018";"11,49"
"13-12-2018";"11,49"
"14-12-2018";"11,59"
"15-12-2018";"11,59"
"16-12-2018";"11,59"
"17-12-2018";"11,69"
"18-12-2018";"11,69"
"19-12-2018";"11,59"
"20-12-2018";"11,59"
"21-12-2018";"11,49"
"22-12-2018";"11,49"
"23-12-2018";"11,49"
"24-12-2018";"11,49"
"25-12-2018";"11,49"
"26-12-2018";"11,49"
"27-12-2018";"11,39"
"28-12-2018";"11,39"
"29-12-2018";"11,39"
"30-12-2018";"11,39"
"31-12-2018";"11,22"
"1-1-2019";"11,29"
"2-1-2019";"11,29"
"3-1-2019";"11,29"
"4-1-2019";"11,49"
"5-1-2019";"11,49"
"6-1-2019";"11,49"
"7-1-2019";"11,49"
"8-1-2019";"11,49"
"9-1-2019";"11,49"
"10-1-2019";"11,59"
"11-1-2019";"11,59"
"12-1-2019";"11,59"
"13-1-2019";"11,59"
"14-1-2019";"11,59"
"15-1-2019";"11,59"
"16-1-2019";"11,59"
"17-1-2019";"11,59"
"18-1-2019";"11,59"
"19-1-2019";"11,59"
"20-1-2019";"11,59"
"21-1-2019";"11,59"
"22-1-2019";"11,69"
"23-1-2019";"11,69"
"24-1-2019";"11,59"
"25-1-2019";"11,59"
"26-1-2019";"11,59"
"27-1-2019";"11,59"
"28-1-2019";"11,59"
"29-1-2019";"11,59"
"30-1-2019";"11,49"
"31-1-2019";"11,49"
"1-2-2019";"11,59"
"2-2-2019";"11,59"
"3-2-2019";"11,59"
"4-2-2019";"11,59"
"5-2-2019";"11,59"
"6-2-2019";"11,69"
"7-2-2019";"11,69"
"8-2-2019";"11,59"
"9-2-2019";"11,59"
"10-2-2019";"11,59"
"11-2-2019";"11,59"
"12-2-2019";"11,69"
"13-2-2019";"11,69"
"14-2-2019";"11,69"
"15-2-2019";"11,89"
"16-2-2019";"11,89"
"17-2-2019";"11,89"
"18-2-2019";"11,99"
"19-2-2019";"11,99"
"20-2-2019";"11,99"
"21-2-2019";"11,99"
"22-2-2019";"11,99"
"23-2-2019";"11,99"
"24-2-2019";"11,99"
"25-2-2019";"12,09"
"26-2-2019";"11,99"
"27-2-2019";"11,99"
"28-2-2019";"12,09"
"1-3-2019";"11,99"
"2-3-2019";"11,99"
"3-3-2019";"11,99"
"4-3-2019";"11,99"
"5-3-2019";"11,99"
"6-3-2019";"11,99"
"7-3-2019";"11,99"
"8-3-2019";"12,09"
"9-3-2019";"12,09"
"10-3-2019";"12,09"
"11-3-2019";"11,99"
"12-3-2019";"12,09"
"13-3-2019";"12,09"
"14-3-2019";"12,09"
"15-3-2019";"12,19"
"16-3-2019";"12,19"
"17-3-2019";"12,19"
"18-3-2019";"12,09"
"19-3-2019";"12,09"
"20-3-2019";"12,19"
"21-3-2019";"12,29"
"22-3-2019";"12,49"
"23-3-2019";"12,49"
"24-3-2019";"12,49"
"25-3-2019";"12,49"
"26-3-2019";"12,59"
"27-3-2019";"12,59"
"28-3-2019";"12,49"
"29-3-2019";"12,49"
"30-3-2019";"12,49"
"31-3-2019";"12,49"
"1-4-2019";"12,59"
"2-4-2019";"12,69"
"3-4-2019";"12,69"
"4-4-2019";"12,79"
"5-4-2019";"12,79"
"6-4-2019";"12,79"
"7-4-2019";"12,79"
"8-4-2019";"12,69"
"9-4-2019";"12,69"
"10-4-2019";"12,79"
"11-4-2019";"12,89"
"12-4-2019";"12,89"
"13-4-2019";"12,89"
"14-4-2019";"12,89"
"15-4-2019";"12,79"
"16-4-2019";"12,79"
"17-4-2019";"12,89"
"18-4-2019";"12,89"
"19-4-2019";"12,89"
"20-4-2019";"12,89"
"21-4-2019";"12,89"
"22-4-2019";"12,89"
"23-4-2019";"12,89"
"24-4-2019";"12,99"
"25-4-2019";"12,99"
"26-4-2019";"13,09"
"27-4-2019";"13,09"
"28-4-2019";"13,09"
"29-4-2019";"12,99"
"30-4-2019";"12,99"
"1-5-2019";"13,09"
"2-5-2019";"13,09"
"3-5-2019";"12,99"
"4-5-2019";"12,99"
"5-5-2019";"12,99"
"6-5-2019";"12,99"
"7-5-2019";"12,99"
"8-5-2019";"12,89"
"9-5-2019";"12,89"
"10-5-2019";"12,89"
"11-5-2019";"12,89"
"12-5-2019";"12,89"
"13-5-2019";"12,99"
"14-5-2019";"12,99"
"15-5-2019";"12,99"
"16-5-2019";"13,09"
"17-5-2019";"13,09"
"18-5-2019";"13,09"
"19-5-2019";"13,09"
"20-5-2019";"13,19"
"21-5-2019";"13,19"
"22-5-2019";"13,19"
"23-5-2019";"13,09"
"24-5-2019";"13,09"
"25-5-2019";"13,09"
"26-5-2019";"13,09"
"27-5-2019";"13,09"
"28-5-2019";"12,99"
"29-5-2019";"13,09"
"30-5-2019";"13,09"
"31-5-2019";"12,99"
"1-6-2019";"12,99"
"2-6-2019";"12,99"
"3-6-2019";"12,79"
"4-6-2019";"12,69"
"5-6-2019";"12,69"
"6-6-2019";"12,49"
"7-6-2019";"12,39"
"8-6-2019";"12,39"
"9-6-2019";"12,39"
"10-6-2019";"12,39"
"11-6-2019";"12,29"
"12-6-2019";"12,29"
"13-6-2019";"12,29"
"14-6-2019";"12,39"
"15-6-2019";"12,39"
"16-6-2019";"12,39"
"17-6-2019";"12,39"
"18-6-2019";"12,29"
"19-6-2019";"12,29"
"20-6-2019";"12,29"
"21-6-2019";"12,39"
"22-6-2019";"12,39"
"23-6-2019";"12,39"
"24-6-2019";"12,39"
"25-6-2019";"12,39"
"26-6-2019";"12,49"
"27-6-2019";"12,59"
"28-6-2019";"12,59"
"29-6-2019";"12,59"
"30-6-2019";"12,59"
"1-7-2019";"12,59"
"2-7-2019";"12,49"
"3-7-2019";"12,49"
"4-7-2019";"12,49"
"5-7-2019";"12,59"
"6-7-2019";"12,59"
"7-7-2019";"12,59"
"8-7-2019";"12,59"
"9-7-2019";"12,59"
"10-7-2019";"12,59"
"11-7-2019";"12,79"
"12-7-2019";"12,79"
"13-7-2019";"12,79"
"14-7-2019";"12,79"
"15-7-2019";"12,79"
"16-7-2019";"12,79"
"17-7-2019";"12,69"
"18-7-2019";"12,69"
"19-7-2019";"12,49"
"20-7-2019";"12,49"
"21-7-2019";"12,49"
"22-7-2019";"12,59"
"23-7-2019";"12,59"
"24-7-2019";"12,59"
"25-7-2019";"12,59"
"26-7-2019";"12,69"
"27-7-2019";"12,69"
"28-7-2019";"12,69"
"29-7-2019";"12,69"
"30-7-2019";"12,59"
"31-7-2019";"12,59"
"1-8-2019";"12,69"
"2-8-2019";"12,69"
"3-8-2019";"12,69"
"4-8-2019";"12,69"
"5-8-2019";"12,59"
"6-8-2019";"12,59"
"7-8-2019";"12,39"
"8-8-2019";"12,29"
"9-8-2019";"12,29"
"10-8-2019";"12,29"
"11-8-2019";"12,29"
"12-8-2019";"12,29"
"13-8-2019";"12,29"
"14-8-2019";"12,39"
"15-8-2019";"12,29"
"16-8-2019";"12,29"
"17-8-2019";"12,29"
"18-8-2019";"12,29"
"19-8-2019";"12,39"
"20-8-2019";"12,39"
"21-8-2019";"12,39"
"22-8-2019";"12,39"
"23-8-2019";"12,29"
"24-8-2019";"12,29"
"25-8-2019";"12,29"
"26-8-2019";"12,29"
"27-8-2019";"12,29"
"28-8-2019";"12,39"
"29-8-2019";"12,39"
"30-8-2019";"12,29"
"31-8-2019";"12,29"
"1-9-2019";"12,29"
"2-9-2019";"12,19"
"3-9-2019";"12,19"
"4-9-2019";"12,19"
"5-9-2019";"12,29"
"6-9-2019";"12,39"
"7-9-2019";"12,39"
"8-9-2019";"12,39"
"9-9-2019";"12,19"
"10-9-2019";"12,19"
"11-9-2019";"12,29"
"12-9-2019";"12,29"
"13-9-2019";"12,19"
"14-9-2019";"12,19"
"15-9-2019";"12,19"
"16-9-2019";"12,59"
"17-9-2019";"12,59"
"18-9-2019";"12,49"
"19-9-2019";"12,49"
"20-9-2019";"12,39"
"21-9-2019";"12,39"
"22-9-2019";"12,39"
"23-9-2019";"12,39"
"24-9-2019";"12,49"
"25-9-2019";"12,49"
"26-9-2019";"12,49"
"27-9-2019";"12,39"
"28-9-2019";"12,39"
"29-9-2019";"12,39"
"30-9-2019";"12,49"
"1-10-2019";"12,49"
"2-10-2019";"12,39"
"3-10-2019";"12,39"
"4-10-2019";"12,39"
"5-10-2019";"12,39"
"6-10-2019";"12,39"
"7-10-2019";"12,49"
"8-10-2019";"12,49"
"9-10-2019";"12,39"
"10-10-2019";"12,29"
"11-10-2019";"12,19"
"12-10-2019";"12,19"
"13-10-2019";"12,19"
"14-10-2019";"12,39"
"15-10-2019";"12,29"
"16-10-2019";"12,29"
"17-10-2019";"12,39"
"18-10-2019";"12,39"
"19-10-2019";"12,39"
"20-10-2019";"12,39"
"21-10-2019";"12,39"
"22-10-2019";"12,19"
"23-10-2019";"12,29"
"24-10-2019";"12,29"
"25-10-2019";"12,29"
"26-10-2019";"12,29"
"27-10-2019";"12,29"
"28-10-2019";"12,39"
"29-10-2019";"12,39"
"30-10-2019";"12,39"
"31-10-2019";"12,39"
"1-11-2019";"12,29"
"2-11-2019";"12,29"
"3-11-2019";"12,29"
"4-11-2019";"12,39"
"5-11-2019";"12,39"
"6-11-2019";"12,49"
"7-11-2019";"12,49"
"8-11-2019";"12,39"
"9-11-2019";"12,39"
"10-11-2019";"12,39"
"11-11-2019";"12,29"
"12-11-2019";"12,29"
"13-11-2019";"12,39"
"14-11-2019";"12,39"
"15-11-2019";"12,49"
"16-11-2019";"12,49"
"17-11-2019";"12,49"
"18-11-2019";"12,49"
"19-11-2019";"12,29"
"20-11-2019";"12,29"
"21-11-2019";"12,29"
"22-11-2019";"12,39"
"23-11-2019";"12,39"
"24-11-2019";"12,39"
"25-11-2019";"12,39"
"26-11-2019";"12,39"
"27-11-2019";"12,49"
"28-11-2019";"12,39"
"29-11-2019";"12,49"
"30-11-2019";"12,49"
"1-12-2019";"12,49"
"2-12-2019";"12,39"
"3-12-2019";"12,39"
"4-12-2019";"12,39"
"5-12-2019";"12,29"
"6-12-2019";"12,49"
"7-12-2019";"12,49"
"8-12-2019";"12,49"
"9-12-2019";"12,39"
"10-12-2019";"12,39"
"11-12-2019";"12,59"
"12-12-2019";"12,49"
"13-12-2019";"12,59"
"14-12-2019";"12,59"
"15-12-2019";"12,59"
"16-12-2019";"12,39"
"17-12-2019";"12,39"
"18-12-2019";"12,39"
"19-12-2019";"12,39"
"20-12-2019";"12,49"
"21-12-2019";"12,49"
"22-12-2019";"12,49"
"23-12-2019";"12,49"
"24-12-2019";"12,49"
"25-12-2019";"12,49"
"26-12-2019";"12,49"
"27-12-2019";"12,59"
"28-12-2019";"12,59"
"29-12-2019";"12,59"
"30-12-2019";"12,49"
"31-12-2019";"12,42"
"1-1-2020";"12,42"
"2-1-2020";"12,79"
"3-1-2020";"12,89"
"4-1-2020";"12,89"
"5-1-2020";"12,89"
"6-1-2020";"12,89"
"7-1-2020";"12,79"
"8-1-2020";"12,79"
"9-1-2020";"12,69"
"10-1-2020";"12,69"
"11-1-2020";"12,69"
"12-1-2020";"12,69"
"13-1-2020";"12,69"
"14-1-2020";"12,59"
"15-1-2020";"12,59"
"16-1-2020";"12,59"
"17-1-2020";"12,59"
"18-1-2020";"12,59"
"19-1-2020";"12,59"
"20-1-2020";"12,69"
"21-1-2020";"12,69"
"22-1-2020";"12,69"
"23-1-2020";"12,59"
"24-1-2020";"12,49"
"25-1-2020";"12,49"
"26-1-2020";"12,49"
"27-1-2020";"12,39"
"28-1-2020";"12,39"
"29-1-2020";"12,29"
"30-1-2020";"12,29"
"31-1-2020";"12,29"
"1-2-2020";"12,29"
"2-2-2020";"12,29"
"3-2-2020";"12,29"
"4-2-2020";"12,09"
"5-2-2020";"12,09"
"6-2-2020";"12,19"
"7-2-2020";"12,09"
"8-2-2020";"12,09"
"9-2-2020";"12,09"
"10-2-2020";"12,19"
"11-2-2020";"12,19"
"12-2-2020";"12,09"
"13-2-2020";"12,09"
"14-2-2020";"12,19"
"15-2-2020";"12,19"
"16-2-2020";"12,19"
"17-2-2020";"12,19"
"18-2-2020";"12,29"
"19-2-2020";"12,29"
"20-2-2020";"12,39"
"21-2-2020";"12,39"
"22-2-2020";"12,39"
"23-2-2020";"12,39"
"24-2-2020";"12,29"
"25-2-2020";"12,29"
"26-2-2020";"12,19"
"27-2-2020";"12,09"
"28-2-2020";"11,99"
"29-2-2020";"11,99"
"1-3-2020";"11,99"
"2-3-2020";"11,79"
"3-3-2020";"11,79"
"4-3-2020";"11,79"
"5-3-2020";"11,89"
"6-3-2020";"11,79"
"7-3-2020";"11,79"
"8-3-2020";"11,79"
"9-3-2020";"11,49"
"10-3-2020";"11,29"
"11-3-2020";"11,19"
"12-3-2020";"11,09"
"13-3-2020";"10,89"
"14-3-2020";"10,89"
"15-3-2020";"10,89"
"16-3-2020";"10,69"
"17-3-2020";"10,49"
"18-3-2020";"10,59"
"19-3-2020";"10,49"
"20-3-2020";"10,39"
"21-3-2020";"10,39"
"22-3-2020";"10,39"
"23-3-2020";"10,49"
"24-3-2020";"10,29"
"25-3-2020";"10,19"
"26-3-2020";"10,09"
"27-3-2020";"10,29"
"28-3-2020";"10,29"
"29-3-2020";"10,29"
"30-3-2020";"10,19"
"31-3-2020";"10,29"
"1-4-2020";"10,09"
"2-4-2020";"10,09"
"3-4-2020";"9,99"
"4-4-2020";"9,99"
"5-4-2020";"9,99"
"6-4-2020";"10,09"
"7-4-2020";"9,99"
"8-4-2020";"10,09"
"9-4-2020";"10,09"
"10-4-2020";"10,09"
"11-4-2020";"10,09"
"12-4-2020";"10,09"
"13-4-2020";"10,09"
"14-4-2020";"9,99"
"15-4-2020";"9,99"
"16-4-2020";"9,99"
"17-4-2020";"9,99"
"18-4-2020";"9,99"
"19-4-2020";"9,99"
"20-4-2020";"10,09"
"21-4-2020";"9,99"
"22-4-2020";"9,79"
"23-4-2020";"9,79"
"24-4-2020";"9,89"
"25-4-2020";"9,89"
"26-4-2020";"9,89"
"27-4-2020";"9,79"
"28-4-2020";"9,79"
"29-4-2020";"9,69"
"30-4-2020";"9,99"
"1-5-2020";"10,09"
"2-5-2020";"10,09"
"3-5-2020";"10,09"
"4-5-2020";"9,99"
"5-5-2020";"9,99"
"6-5-2020";"10,09"
"7-5-2020";"10,29"
"8-5-2020";"10,29"
"9-5-2020";"10,29"
"10-5-2020";"10,29"
"11-5-2020";"10,39"
"12-5-2020";"10,39"
"13-5-2020";"10,39"
"14-5-2020";"10,29"
"15-5-2020";"10,39"
"16-5-2020";"10,39"
"17-5-2020";"10,39"
"18-5-2020";"10,49"
"19-5-2020";"10,69"
"20-5-2020";"10,69"
"21-5-2020";"10,69"
"22-5-2020";"10,59"
"23-5-2020";"10,59"
"24-5-2020";"10,59"
"25-5-2020";"10,59"
"26-5-2020";"10,59"
"27-5-2020";"10,69"
"28-5-2020";"10,59"
"29-5-2020";"10,59"
"30-5-2020";"10,59"
"31-5-2020";"10,59"
