"Dato";"Pris"
"1-1-2012";"11,39"
"2-1-2012";"11,44"
"3-1-2012";"11,48"
"4-1-2012";"11,48"
"5-1-2012";"11,59"
"6-1-2012";"11,69"
"7-1-2012";"11,75"
"8-1-2012";"11,75"
"9-1-2012";"11,77"
"10-1-2012";"11,77"
"11-1-2012";"11,77"
"12-1-2012";"11,85"
"13-1-2012";"11,80"
"14-1-2012";"11,85"
"15-1-2012";"11,83"
"16-1-2012";"11,83"
"17-1-2012";"11,72"
"18-1-2012";"11,77"
"19-1-2012";"11,67"
"20-1-2012";"11,62"
"21-1-2012";"11,56"
"22-1-2012";"11,56"
"23-1-2012";"11,54"
"24-1-2012";"11,44"
"25-1-2012";"11,42"
"26-1-2012";"11,48"
"27-1-2012";"11,52"
"28-1-2012";"11,48"
"29-1-2012";"11,45"
"30-1-2012";"11,45"
"31-1-2012";"11,52"
"1-2-2012";"11,52"
"2-2-2012";"11,42"
"3-2-2012";"11,49"
"4-2-2012";"11,49"
"5-2-2012";"11,51"
"6-2-2012";"11,51"
"7-2-2012";"11,55"
"8-2-2012";"11,76"
"9-2-2012";"11,72"
"10-2-2012";"11,62"
"11-2-2012";"11,66"
"12-2-2012";"11,66"
"13-2-2012";"11,68"
"14-2-2012";"11,68"
"15-2-2012";"11,72"
"16-2-2012";"11,71"
"17-2-2012";"11,85"
"18-2-2012";"11,90"
"19-2-2012";"11,90"
"20-2-2012";"11,92"
"21-2-2012";"11,87"
"22-2-2012";"11,85"
"23-2-2012";"11,88"
"24-2-2012";"11,92"
"25-2-2012";"11,98"
"26-2-2012";"11,98"
"27-2-2012";"12,02"
"28-2-2012";"11,92"
"29-2-2012";"11,92"
"1-3-2012";"11,82"
"2-3-2012";"11,72"
"3-3-2012";"11,72"
"4-3-2012";"11,77"
"5-3-2012";"11,79"
"6-3-2012";"11,79"
"7-3-2012";"11,86"
"8-3-2012";"11,86"
"9-3-2012";"11,91"
"10-3-2012";"11,96"
"11-3-2012";"11,98"
"12-3-2012";"11,98"
"13-3-2012";"12,01"
"14-3-2012";"12,01"
"15-3-2012";"12,09"
"16-3-2012";"12,11"
"17-3-2012";"12,01"
"18-3-2012";"12,01"
"19-3-2012";"11,97"
"20-3-2012";"12,02"
"21-3-2012";"12,06"
"22-3-2012";"11,95"
"23-3-2012";"11,90"
"24-3-2012";"11,88"
"25-3-2012";"11,88"
"26-3-2012";"11,86"
"27-3-2012";"11,92"
"28-3-2012";"11,92"
"29-3-2012";"11,88"
"30-3-2012";"11,88"
"31-3-2012";"11,88"
"1-4-2012";"11,90"
"2-4-2012";"11,90"
"3-4-2012";"11,81"
"4-4-2012";"11,92"
"5-4-2012";"11,95"
"6-4-2012";"11,90"
"7-4-2012";"11,90"
"8-4-2012";"11,88"
"9-4-2012";"11,88"
"10-4-2012";"11,86"
"11-4-2012";"11,88"
"12-4-2012";"11,80"
"13-4-2012";"11,82"
"14-4-2012";"11,82"
"15-4-2012";"11,84"
"16-4-2012";"11,84"
"17-4-2012";"11,84"
"18-4-2012";"11,82"
"19-4-2012";"11,76"
"20-4-2012";"11,72"
"21-4-2012";"11,80"
"22-4-2012";"11,80"
"23-4-2012";"11,82"
"24-4-2012";"11,72"
"25-4-2012";"11,68"
"26-4-2012";"11,70"
"27-4-2012";"11,66"
"28-4-2012";"11,78"
"29-4-2012";"11,78"
"30-4-2012";"11,80"
"1-5-2012";"11,80"
"2-5-2012";"11,80"
"3-5-2012";"11,82"
"4-5-2012";"11,78"
"5-5-2012";"11,75"
"6-5-2012";"11,75"
"7-5-2012";"11,73"
"8-5-2012";"11,54"
"9-5-2012";"11,56"
"10-5-2012";"11,51"
"11-5-2012";"11,60"
"12-5-2012";"11,58"
"13-5-2012";"11,55"
"14-5-2012";"11,55"
"15-5-2012";"11,57"
"16-5-2012";"11,57"
"17-5-2012";"11,54"
"18-5-2012";"11,54"
"19-5-2012";"11,51"
"20-5-2012";"11,51"
"21-5-2012";"11,48"
"22-5-2012";"11,40"
"23-5-2012";"11,42"
"24-5-2012";"11,45"
"25-5-2012";"11,42"
"26-5-2012";"11,50"
"27-5-2012";"11,50"
"28-5-2012";"11,52"
"29-5-2012";"11,52"
"30-5-2012";"11,52"
"31-5-2012";"11,54"
"1-6-2012";"11,38"
