"Dato";"Pris"
"1-1-2017";"10,10"
"2-1-2017";"10,10"
"3-1-2017";"10,08"
"4-1-2017";"10,08"
"5-1-2017";"9,98"
"6-1-2017";"9,98"
"7-1-2017";"9,98"
"8-1-2017";"9,98"
"9-1-2017";"9,98"
"10-1-2017";"9,98"
"11-1-2017";"9,88"
"12-1-2017";"9,88"
"13-1-2017";"9,88"
"14-1-2017";"9,88"
"15-1-2017";"9,88"
"16-1-2017";"9,88"
"17-1-2017";"9,88"
"18-1-2017";"9,88"
"19-1-2017";"9,88"
"20-1-2017";"9,78"
"21-1-2017";"9,78"
"22-1-2017";"9,78"
"23-1-2017";"9,78"
"24-1-2017";"9,84"
"25-1-2017";"9,84"
"26-1-2017";"9,84"
"27-1-2017";"9,84"
"28-1-2017";"9,94"
"29-1-2017";"9,94"
"30-1-2017";"9,94"
"31-1-2017";"9,94"
"1-2-2017";"9,94"
"2-2-2017";"10,05"
"3-2-2017";"10,05"
"4-2-2017";"10,05"
"5-2-2017";"10,05"
"6-2-2017";"10,05"
"7-2-2017";"10,05"
"8-2-2017";"9,95"
"9-2-2017";"9,95"
"10-2-2017";"9,95"
"11-2-2017";"9,95"
"12-2-2017";"9,95"
"13-2-2017";"9,95"
"14-2-2017";"9,85"
"15-2-2017";"9,85"
"16-2-2017";"9,95"
"17-2-2017";"9,95"
"18-2-2017";"9,95"
"19-2-2017";"9,95"
"20-2-2017";"9,95"
"21-2-2017";"10,09"
"22-2-2017";"10,09"
"23-2-2017";"9,99"
"24-2-2017";"9,99"
"25-2-2017";"9,99"
"26-2-2017";"9,99"
"27-2-2017";"9,99"
"28-2-2017";"10,09"
"1-3-2017";"10,09"
"2-3-2017";"10,09"
"3-3-2017";"10,09"
"4-3-2017";"10,09"
"5-3-2017";"10,09"
"6-3-2017";"9,99"
"7-3-2017";"9,99"
"8-3-2017";"9,99"
"9-3-2017";"9,99"
"10-3-2017";"9,99"
"11-3-2017";"9,99"
"12-3-2017";"9,99"
"13-3-2017";"9,99"
"14-3-2017";"9,74"
"15-3-2017";"9,74"
"16-3-2017";"9,74"
"17-3-2017";"9,74"
"18-3-2017";"9,74"
"19-3-2017";"9,74"
"20-3-2017";"9,74"
"21-3-2017";"9,69"
"22-3-2017";"9,69"
"23-3-2017";"9,69"
"24-3-2017";"9,59"
