"Dato";"Pris"
"1-1-2012";"12,41"
"2-1-2012";"12,43"
"3-1-2012";"12,48"
"4-1-2012";"12,46"
"5-1-2012";"12,56"
"6-1-2012";"12,66"
"7-1-2012";"12,70"
"8-1-2012";"12,72"
"9-1-2012";"12,72"
"10-1-2012";"12,67"
"11-1-2012";"12,69"
"12-1-2012";"12,69"
"13-1-2012";"12,69"
"14-1-2012";"12,66"
"15-1-2012";"12,66"
"16-1-2012";"12,68"
"17-1-2012";"12,58"
"18-1-2012";"12,71"
"19-1-2012";"12,68"
"20-1-2012";"12,68"
"21-1-2012";"12,68"
"22-1-2012";"12,66"
"23-1-2012";"12,66"
"24-1-2012";"12,61"
"25-1-2012";"12,61"
"26-1-2012";"12,61"
"27-1-2012";"12,73"
"28-1-2012";"12,71"
"29-1-2012";"12,71"
"30-1-2012";"12,66"
"31-1-2012";"12,81"
"1-2-2012";"12,76"
"2-2-2012";"12,71"
"3-2-2012";"12,78"
"4-2-2012";"12,76"
"5-2-2012";"12,76"
"6-2-2012";"12,71"
"7-2-2012";"12,71"
"8-2-2012";"12,84"
"9-2-2012";"12,84"
"10-2-2012";"12,78"
"11-2-2012";"12,84"
"12-2-2012";"12,86"
"13-2-2012";"12,86"
"14-2-2012";"12,86"
"15-2-2012";"12,88"
"16-2-2012";"12,88"
"17-2-2012";"13,01"
"18-2-2012";"13,11"
"19-2-2012";"13,13"
"20-2-2012";"13,13"
"21-2-2012";"13,08"
"22-2-2012";"13,06"
"23-2-2012";"13,09"
"24-2-2012";"13,14"
"25-2-2012";"13,22"
"26-2-2012";"13,26"
"27-2-2012";"13,26"
"28-2-2012";"13,16"
"29-2-2012";"13,24"
"1-3-2012";"13,16"
"2-3-2012";"13,09"
"3-3-2012";"13,24"
"4-3-2012";"13,24"
"5-3-2012";"13,26"
"6-3-2012";"13,26"
"7-3-2012";"13,24"
"8-3-2012";"13,26"
"9-3-2012";"13,34"
"10-3-2012";"13,39"
"11-3-2012";"13,39"
"12-3-2012";"13,41"
"13-3-2012";"13,44"
"14-3-2012";"13,49"
"15-3-2012";"13,61"
"16-3-2012";"13,56"
"17-3-2012";"13,48"
"18-3-2012";"13,44"
"19-3-2012";"13,44"
"20-3-2012";"13,49"
"21-3-2012";"13,46"
"22-3-2012";"13,46"
"23-3-2012";"13,50"
"24-3-2012";"13,50"
"25-3-2012";"13,44"
"26-3-2012";"13,44"
"27-3-2012";"13,56"
"28-3-2012";"13,62"
"29-3-2012";"13,62"
"30-3-2012";"13,55"
"31-3-2012";"13,69"
"1-4-2012";"13,69"
"2-4-2012";"13,71"
"3-4-2012";"13,68"
"4-4-2012";"13,68"
"5-4-2012";"13,79"
"6-4-2012";"13,74"
"7-4-2012";"13,70"
"8-4-2012";"13,70"
"9-4-2012";"13,66"
"10-4-2012";"13,66"
"11-4-2012";"13,66"
"12-4-2012";"13,56"
"13-4-2012";"13,53"
"14-4-2012";"13,61"
"15-4-2012";"13,61"
"16-4-2012";"13,63"
"17-4-2012";"13,63"
"18-4-2012";"13,58"
"19-4-2012";"13,48"
"20-4-2012";"13,38"
